खेवा,khevā
खेवा,khevā
खेवैया,khevaiyā
खेस,khes
खेसारि,khesāri
खेह,kheh
खैंचना,khaiṁcnā
खै,khai
खैनी,khainī
खै़मा,ḵẖaimā
खैर,khair
खै़र,ḵẖair
खैरा,khairā
खै़रात,ḵẖairāt
खै़राती,ḵẖairātī
खै़रियत,ḵẖairiyat
खैला,khailā
खोंखना,khoṁkhnā
खोंच,khoṁc
खोंचड़,khoṁcaṛ
खोंचना,khoṁcnā
खोंचा,khoṁcā
खोंची,khoṁcī
खोंट,khoṁṭ
खोंटना,khoṁṭnā
खोंडर,khoṁḍar
खोंता,khoṁtā
खोंप,khoṁp
खोंपा,khoṁpā
खोंपा,khoṁpā
खोंसना,khoṁsnā
खो,kho
खोआ,khoā
खोआ,khoā
खोइया,khoiyā
खोई,khoī
खोखला,khokhlā
खोखा,khokhā
खोखा,khokhā
खोखी,khokhī
खोज,khoj
खोजक,khojak
खोजना,khojnā
ख़ोजा,ḵẖojā
खोजाना,khojānā
खोजी,khojī
खोट,khoṭ
खोटा,khoṭā
खोटाई,khoṭāī
खोटापन,khoṭāpan
खोड़,khoṛ
खोडर,khoḍar
खोडौ़,khoṛau
खोद,khod
खोदना,khodnā
खोदनी,khodnī
खोदवाना,khodvānā
खोदाई,khodāī
खोदाना,khodānā
ख़ोनचा,ḵẖoncā
ख़ोन्चा,ḵẖoncā
खोना,khonā
खोप,khop
खोप,khop
खोपडी़,khopṛī
खोपरा,khoprā
खोपा,khopā
खोपा,khopā
खोबार,khobār
खोया,khoyā
खोर,khor
ख़ोर,ḵẖor
खोरा,khorā
खोरी,khorī
खोरी,khorī
खोल,khol
खोल,khol
खोल,khol
खोलना,kholnā
खोसना,khosnā
खोली,kholī
खोह,khoh
खौंखी,khauṁkhī
खौंखौं,khauṁkhauṁ
ख़ौफ़,ḵẖauf
खौर,khaur
खौर,khaur
खौरा,khaurā
खौलन,khaulan
खौलना,khaulnā
खौलाना,khaulānā
ख्यात,khyāt
ख्याति,khyāti
ख़्याल,ḵẖyāl
ख्रीष्ट,khrīṣṭ
ख़्वाजा,ḵẖvājā
ख़्वाब,ḵẖvāb
ख़्वार,ḵẖvār
ख़्वारी,ḵẖvārī
ख़्वाह,ḵẖvāh
ख़्वाहिश,ḵẖvāhiś
ग,ga
गंग,gaṅg
गंगा,gaṅgā
गंगाल,gaṅgāl
गंगाला,gaṅgālā
गंज,gañ
गंज,gañ
गंजन,gañan
गँजना,gaṁjnā
गँजना,gaṁjnā
गंजा,gañā
गँजाई,gaṁjāī
गँजिया,gaṁjiyā
गंजी,gañī
गंजी,gañī
गंजीफा़,gañīfā
गँजेड़ी,gaṁjeṛī
गँजेरी,gaṁjerī
गँठ,gaṁṭh
गँठना,gaṁṭhnā
गँठिया,gaṁṭhiyā
गँठी,gaṁṭhī
गँठीला,gaṁṭhīlā
गंड,gaṇḍ
गंडा,gaṇḍā
गँडासा,gaṁḍāsā
गँड़ासा,gaṁṛāsā
गँड़ासी,gaṁṛāsī
गंडी,gaṇḍī
गँडेरी,gaṁḍerī
गँडे़री,gaṁṛerī
गंतव्य,gantavyă
गंद,gand
गंदक,gandak
गंदगी,gandagī
गँदलाहट,gaṁdlāhaṭ
गंदा,gandā
गंदुम,gandum
गंदुमी,gandumī
गंध,gandh
गंधक,gandhak
गंधकी,gandhăkī
गंधर्व,gandharv
गँधला,gaṁdhlā
गँधाना,gaṁdhānā
गंधार,gandhār
गंधी,gandhī
गंधीला,gandhīlā
गंभीर,gambhīr
गंभीरता,gambhīrătā
गँवई,gaṁvaī
गँवर,gaṁvar
गँवाऊ,gaṁvāū
गँवाना,gaṁvānā
गँवार,gaṁvār
गँवारपन,gaṁvārpan
गँवारी,gaṁvārī
गँवारू,gaṁvārū
गंस,gaṃs
गऊ,gaū
गगन,gagan
गगरा,gagrā
गगरी,gagrī
गच,gac
गच,gac
गच,gac
ग़ची,Gacī
ग़चू,Gacū
गच्चा,gaccā
गज,gaj
गज़,gaz
गज़क,gazak
गजगजाना,gajgajānā
ग़ज़ब,Gazab
गजर,gajar
गजर,gajar
गजरा,gajrā
ग़ज़ल,Gazal
गजा,gajā
गजाल,gajāl
गज़ी,gazī
गज्जर,gajjar
गज्झा,gajjhā
गझिन,gajhin
गट,gaṭ
गटकना,gaṭaknā
ग़टरग़ूँ,GaṭarGūṁ
गट्टा,gaṭṭā
गट्ठर,gaṭṭhar
गट्ठा,gaṭṭhā
गट्ठी,gaṭṭhī
गठ,gaṭh
गठड़ी,gaṭhṛī
गठन,gaṭhan
गठना,gaṭhnā
गठरी,gaṭhrī
गठवाई,gaṭhvāī
गठवाना,gaṭhvānā
गठाना,gaṭhānā
गठाव,gaṭhāv
गठिया,gaṭhiyā
गठियाना,gaṭhiyānā
गठीला,gaṭhīlā
गठौंद,gaṭhaund
गड़ंग,gaṛaṅg
गड़ंत,gaṛant
गड़,gaṛ
गड़क,gaṛak
गड़गड़,gaṛgaṛ
गड़गड़ा,gaṛgaṛā
गड़गड़ाट,gaṛgaṛāṭ
गड़गड़ाना,gaṛgaṛānā
गड़गड़ाहट,gaṛgaṛāhaṭ
गड़गड़ी,gaṛgaṛī
गड़गूदड़,gaṛgūdaṛ
गड़ना,gaṛnā
गड़प,gaṛap
गड़बड़,gaṛbaṛ
गड़बड़ाना,gaṛbaṛānā
गड़बड़ाहट,gaṛbaṛāhaṭ
गड़बड़ी,gaṛbaṛī
गडमड,gaḍmaḍ
गड़रिया,gaḍariyā
गड़रिया,gaṛariyā
गड़वाना,gaṛvānā
गड़हा,gaṛʾhā
गड़ाना,gaṛānā
गड़ाप,gaṛāp
गड़ारा,gaṛārā
गड़ारी,gaṛārī
गड़ुवा,gaṛuvā
गडेरिया,gaḍeriyā
गड़ेरिया,gaṛeriyā
गड़ेरी,gaṛerī
गड़ोना,gaṛonā
गड़ोलना,gaṛolnā
गड्ड,gaḍḍ
गड्डी,gaḍḍī
गड्ढा,gaḍḍhā
गढ़ंत,gaṛhant
गढ़,gaṛh
गढ़ई,gaṛhaī
गढ़त,gaṛhat
गढ़न,gaṛhan
गढ़ना,gaṛhnā
गढ़ना,gaṛhnā
गढ़ा,gaṛhā
गढ़ाई,gaṛhāī
गढ़ाई,gaṛhāī
गढ़ाना,gaṛhānā
गढ़ाना,gaṛhānā
गढ़िया,gaṛhiyā
गढ़िया,gaṛhiyā
गढ़ी,gaṛhī
गढ़ैया,gaṛhaiyā
गण,gaṇ
गणक,gaṇak
गणन,gaṇan
गणना,gaṇănā
गणनीय,gaṇănīyă
गणिका,gaṇikā
गणित,gaṇit
गण्य,gaṇyă
गत,gat
गत,gat
गतका,gatkā
गति,gati
गतिक,gatik
गतिकी,gatikī
गते गते,gate gate
गत्ता,gattā
गद,gad
गद,gad
गदका,gadkā
गदगद,gadgad
गदगोल,gadgol
गदबदा,gadbadā
गदबदाना,gadbadānā
ग़दर,Gadr
गदरा,gadrā
गदराना,gadrānā
गदराहट,gadrāhaṭ
गदला,gadlā
गदलापन,gadlāpan
गदहा,gadʾhā
गदहूल,gadʾhūl
गदा,gadā
गदा,gadā
गदाई,gadāī
गदागद,gadāgad
गदेल,gadel
गदेला,gadelā
गदेला,gadelā
गद्दा,gaddā
ग़द्दार,Gaddār
ग़द्दारी,Gaddārī
गद्दी,gaddī
गद्य,gadyă
गधा,gadhā
गधापन,gadhāpan
गधी,gadhī
गनना,gannā
गनहेल,ganhel
ग़नी,Ganī
गनी,ganī
गनी,ganī
ग़नीमत,Ganīmat
गन्ना,gannā
गप,gap
गप,gap
गपकना,gapaknā
गपका,gapkā
गपड़चौथ,gapaṛcauth
गपड़शपड़,gapaṛśapaṛ
गपोड़ा,gapoṛā
गपोड़िया,gapoṛiyā
गप्पी,gappī
गफ़,gaf
ग़फ़,Gaf
ग़फ़लत,Gaflat
ग़फ़लती,Gaflatī
गबगब,gabgab
गबदा,gabdā
ग़बन,Gabn
गबरगबर,gabargabar
गबरू,gabrū
गब्भा,gabbhā
गभीर,gabhīr
ग़म,Gam
गमक,gamak
गमकना,gamaknā
गमकीला,gamkīlā
गमछा,gamchā
गमत,gamat
गमन,gaman
गमनीय,gamănīyă
गमला,gamlā
ग़मज़,Gamz
गमाना,gamānā
गमार,gamār
ग़मी,Gamī
गम्मत,gammat
गम्य,gamyă
गम्यता,gamyătā
गयंद,gayand
गया,gayā
गया,gayā
गयाल,gayāl
गर,gar
गरंड,garaṇḍ
गर,gar
गरई,garaī
ग़रक़,Garq
गरकट,garkaṭ
ग़रकी़,Garqī
गरगज,gargaj
ग़रग़रा,GarGarā
गरगराना,gargarānā
गरज,garaj
ग़रज़,Garz
गरजना,garajnā
गरजाहट,garjāhaṭ
ग़रज़ी,Garzī
गरट्ट,garaṭṭ
गरदन,gardan
गरदनी,gardnī
गरदानना,gardānnā
गरम,garm
गरमाई,garmāī
गरमाना,garmānā
गरमाहट,garmāhaṭ
गरमी,garmī
गरल,garal
गराँव,garāṁv
गरामी,garāmī
ग़रारा,Garārā
ग़रारा,Garārā
गरारी,garārī
गराव,garāv
गरावा,garāvā
गरास,garās
गरिमा,garimā
गरियार,gariyār
गरियारी,gariyārī
गरिष्ठ,gariṣṭh
गरी,garī
गरी,garī
ग़रीब,Garīb
ग़रीबाना,Garībānā
ग़रीबी,Garībī
गरुआ,garuā
गरुआई,garuāī
गरुड,garuḍ
गरुड़,garuṛ
ग़रूर,Garūr
गरेबान,garebān
गरेर,garer
गरेरा,garerā
गरोह,garoh
ग़र्क़,Garq
गर्गरी,gargarī
गर्ज़,garz
गर्जन,garjan
गर्त,gart
गर्द,gard
गर्दभ,gardabh
गर्दा,gardā
गर्दिश,gardiś
गर्दी,gardī
गर्भ,garbhă
गर्भवती,garbhăvatī
गर्भिणी,garbhiṇī
गर्म,garm
गर्रा,garrā
गर्रा,garrā
गर्री,garrī
गर्व,garv
गर्वित,garvit
गर्वीला,garvīlā
गर्हण,garhaṇ
गर्ह्य,garhyă
गर्हित,garhit
गल,gal
गल,gal
गलका,galkā
गलका,galăkā
गलगल,galgal
गलगल,galgal
गलगला,galgalā
गलगलाना,galgalānā
गलगलाहट,galgalāhaṭ
ग़लत,Galat
गलतंस,galtaṃs
ग़लतान,Galtān
ग़लती,Galtī
गलन,galan
गलना,galnā
गलफड़ा,galphaṛā
गलवाना,galvānā
गलही,galhī
गलाँवन,galāṁvan
गला,galā
गलाई,galāī
गलाऊ,galāū
ग़लाज़त,Galāzat
गलाना,galānā
गलार,galār
गलाव,galāv
गलावट,galāvaṭ
गलित,galit
गलियाना,galiyānā
गलियारा,galiyārā
गली,galī
गलीचा,galīcā
ग़लीज़,Galīz
गल्प,galp
गल्ला,gallā
ग़ल्ला,Gallā
गवँ,gavaṁ
गवन,gavan
गवाक्ष,gavākṣ
गवाना,gavānā
गवार,gavār
गवारा,gavārā
गवाह,gavāh
गवाही,gavāhī
गवेषना,gavêṣănā
गवेषी,gavêṣī
गवैया,gavaiyā
गव्य,gavyă
ग़श,Gaś
ग़शी,Gaśī
गश्त,gaśt
गश्ती,gaśtī
गस्सा,gassā
गह,gah
गहक,gahak
गहकना,gahaknā
गहकी,gahkī
गहगह,gahgah
गहगहा,gahgahā
गहगहाना,gahgahānā
गहन,gahan
गहन,gahan
गहनता,gahanătā
गहना,gahnā
गहना,gahnā
गहनि,gahani
गहनी,gahnī
गहनी,gahnī
गहनी,gahnī
गहनी,gahnī
गहमागहमी,gahmāgahmī
गहरवार,gaharvār
गहरा,gahrā
गहरा,gahrā
गहराई,gahrāī
गहराना,gahrānā
गहरापन,gahrāpan
गहराव,gahrāv
गहरी,gahrī
गहरु,gaharu
गहल,gahal
गहवारा,gahvārā
गहूँ,gahūṁ
गहूरी,gahūrī
गह्वर,gahvar
गाँकर,gāṁkar
गाँगन,gāṁgan
गाँजना,gāṁjnā
गाँजना,gāṁjnā
गाँजर,gāṁjar
गाँजा,gāṁjā
गाँठ,gāṁṭh
गाँठना,gāṁṭhnā
गांड,gāṇḍ
गाँड़,gāṁṛ
गाँडर,gāṁḍar
गाँडीव,gāṁḍīv
गाँडू,gāṁḍū
गाँड़ू,gāṁṛū
गांधर्व,gāndharv
गांधार,gāndhār
गांधारी,gāndhārī
गाँधी,gāṁdhī
गांभीर्य,gāmbhīryă
गाँव,gāṁv
गाँवटी,gāṁvṭī
गाँस,gāṁs
गाँसना,gāṁsnā
गाँसी,gāṁsī
गाँहक,gāṁhak
गागर,gāgar
गागरी,gāgrī
गाछ,gāch
गाछी,gāchī
गाछी,gāchī
गाज,gāj
गाज,gāj
गाज,gāj
गाजना,gājnā
गाजर,gājar
गाजाबाजा,gājābājā
ग़ाज़ी,Gāzī
गाटा,gāṭā
गाड़,gāṛ
गाड़,gāṛ
गाड़ना,gāṛnā
गाडर,gāḍar
गाड़ा,gāṛā
गाड़ा,gāṛā
गाड़ी,gāṛī
गाढ़ना,gāṛhnā
गाढ़ना,gāṛhnā
गाढ़ा,gāṛhā
गाढ़ापन,gāṛhāpan
गात,gāt
गाता,gātā
गाता,gātā
गाती,gātī
गात्र,gātr
गाथ,gāth
गाथक,gāthak
गाथा,gāthā
गाद,gād
गादर,gādar
गादा,gādā
गादुर,gādur
गान,gān
गाना,gānā
ग़ाफ़िल,Gāfil
गाब,gāb
गाबदू,gābdū
गाभ,gābh
गाभिऩ,gābhin
गाम,gām
गामिनी,gāminī
गामी,gāmī
गाय,gāy
गायक,gāyak
ग़ायत,Gāyat
गायत्री,gāyatrī
गायन,gāyan
ग़ायब,Gāyb
गायिका,gāyikā
गार,gār
ग़ार,Gār
गार,gār
ग़ारत,Gārat
गारना,gārnā
गारा,gārā
गारुड़,gāruṛ
गारुड़ी,gāruṛī
गार्ड,gārḍ
गार्हस्थ्य,gārhasthyă
गाल,gāl
गाला,gālā
ग़ालिब,Gālib
ग़ालिबन,Gāliban
गाली,gālī
ग़ालीचा,Gālīcā
गालू,gālū
गाव,gāv
गावदी,gāvdī
गावना,gāvnā
गाह,gāh
गाह,gāh
गाह,gāh
गाह,gāh
गाहक,gāhak
गाहकी,gāhăkī
गाहन,gāhan
गाहन,gāhan
गाहना,gāhnā
गाहना,gāhnā
गाहा,gāhā
गाही,gāhī
गिंजना,giṁjnā
गिंजाई,giṁjāī
गिंजोलना,giṁjolnā
गिंडुरी,giṁḍurī
गिंदर,gindar
गिंदौड़ा,giṁdauṛā
गिचपिच,gicpic
गिजगिजा,gijgijā
गिजबिजा,gijbijā
ग़िजा़,Gizā
गिटकिरी,giṭkirī
गिटगिरी,giṭgirī
गिटपिट,giṭpiṭ
गिट्टक,giṭṭak
गिट्टा,giṭṭā
गिट्टी,giṭṭī
गिड़गिड़ाना,giṛgiṛānā
गिड़गिड़ाहट,giṛgiṛāhaṭ
गिड़ुरी,giṛurī
गिद्ध,giddh
गिनती,gintī
गिनना,ginnā
गिनवाना,ginvānā
गिनाना,ginānā
गिमटी,gimṭī
गिरई,giraī
गिरगिट,girgiṭ
गिरगिरी,girgirī
गिरजा,girjā
गिरदा,girdā
गिरदावर,girdāvar
गिरना,girnā
गिरफ़्त,giraft
गिरफ़्तार,giraftār
गिरफ़्तारी,giraftārī
गिरमिट,girmiṭ
गिरमिट,girmiṭ
गिरमिटिया,girmiṭiyā
गिरवाना,girvānā
गिरवी,girvī
गिरस्ती,girastī
