ਆ,Á
ਢੱਕਣਾ,ḌHAKKṈÁ
ਧੱਕਣਾ,DHAKKṈÁ
ਧੱਕੋਧੱਕੀ,DHAKKÍ
ਢਕਣਾ,ḌHAKṈÁ
ਢਕਣੀ,ḌHAKṈÍ
ਢਕੋਣੀ,ḌHAKOṈÍ
ਢਕੋਰਾ,ḌHAKORÁ
ਢਕੁੰਜ,ḌHAKUṆJ
ਢਕਵੰਜ,ḌHAKWAṆJ
ਢਕਵੰਜਾ,ḌHAKWAṆJÁ
ਢਕਵੰਜੀ,ḌHAKWAṆJÍ
ਢਕਵਾਈ,ḌHAKWÁÍ
ਢਕਵਾਉਣਾ,ḌHAKWÁUṈÁ
ਢਾਲ,ḌHÁL
ਢਲਾਈ,ḌHALÁÍ
ਢਲਾਉਣ,ḌHALÁUṈ
ਢਲੈਂਤ,ḌHALAIṆT
ਢਲਕ,ḌHALAK
ਢਲਕਣਾ,ḌHALAKṈÁ
ਢਲਕਨਾ,ḌHALKNÁ
ਢਾਲਣਾ,ḌHÁLAṈÁ
ਢਲਾਉਣਾ,ḌHALÁUṈÁ
ਧਲਿਆਰਾ,DHALIÁRÁ
ਢਲਕਾਉ,ḌHALKÁU
ਢਲਕਾਉਣਾ,DHALKÁUṈÁ
ਢਲਨਾ,ḌHALNÁ
ਢਲਜਾਣਾ,ḌHALJÁṈÁ
ਢਾਲਣਾ,ḌHÁLṈÁ
ਢਾਲਨਾ,ḌHÁLNÁ
ਢਾਲੂ,ḌHÁLÚ
ਧਲੂਥਣਾ,DHALÚKHṈÁ
ਢਲਵਾਈ,ḌHALWÁÍ
ਢਲਵਾਉਣਾ,ḌHALWÁUṈÁ
ਧਾਮ,DHÁM
ਧਾਮਾ,DHÁMÁ
ਧਮਾ,DHAMÁ
ਧਮੱਚਡ਼,DHAMACHCHAR
ਧਮੱਚਡ਼ਾ,DHAMACHCHAṚÁ
ਧਮਾਧਮ,DHAMÁDHAM
ਧਮਾਹਾਂ,DHAMÁHÁṆ
ਧਮਕ,DHAMAK
ਧਮਾਕਾ,DHAMÁKÁ
ਢਮੱਕਾ,ḌHAMAKKÁ
ਧਮਕਣਾ,DHAMAKṈÁ
ਧਮਾਲ,DHAMÁL
ਧਮਾਲੀ,DHAMÁLÍ
ਢਾਮਾਂ,ḌHÁMÁṆ
ਧਾਮਣ,DHÁMAṈ
ਧਮਣ,DHAMAṈ
ਧਾਮਾਂ,DHÁMÁṆ
ਧਮਾਣ,DHAMÁṈ
ਧਮਾਣ੍ਹ,DHAMÁṈH
ਢਾਮਣਾ,ḌHÁMAṈÁ
ਢਾਮਣੀ,ḌHÁMAṈÍ
ਧਮਾਰ,DHAMÁR
ਧਮਡ਼ਧੁੱਸਾ,DHAMAṚDHUSSÁ
ਧਮਧੁੱਸਡ਼,DHAMDHUSSAṚ
ਧੰਬਲਾ,DHAMBALÁ
ਧੰਬਲੀ,DHAMBALÍ
ਧੰਬੀਡ਼,DHAMBÍṚ
ਧੰਬੋਡ਼ੀ,DHAMBOṚÍ
ਧਮਚੱਕਡ਼,DHAMCHAKKAṚ
ਧਮੀਆਂ,DHAMÍÁṆ
ਧਮਕਡ਼ਾ,DHAMKAṚÁ
ਧਮਕਾਟ,DHAMKÁṬ
ਧਮਕਾਦੇਣਾ,DHAMKÁDEṈÁ
ਧਮਕਾਉਣਾ,DHAMKÁUṈÁ
ਧਮਕੀ,DHAMKÍ
ਢਮਕੀਰੀ,ḌHAMKÍRÍ
ਧਾੱਮਾ,DHÁMMÁ
ਧਮੱਣ,DHAMMAṈ
ਧੱਮਡ਼ਧੁੱਸਾ,DHAMMAṚDHUSSÁ
ਧੱਮੀਂਵੇਲਾ,DHAMMÍṈWELÁ
ਧਮਣੀ,DHAMṈÍ
ਧਮੋਡ਼ੀ,DHAMOṚÍ
ਧਮੁੱਕਾ,DHAMUKKÁ
ਧਮੁੱਕੀ,DHAMUKKÍ
ਧਣ,DHAṈ
ਧਾਣ,DHÁṈ
ਢਾਣਾ,ḌHÁṈÁ
ਧਨਾਢ,DHANÁḌH
ਧਣਕ,DHAṈAK
ਧਨਖ,DHANAKH
ਧਨਕ,DHANAK
ਧਾਣਾਂ,DHÁṈÁṆ
ਧਨੰਤ੍ਰ,DHANAṆTAR
ਧੰਨਤ੍ਰੀ,DAANAṆTARÍ
ਧਨਾਪ,DHANÁP
ਧਨਾਸਰੀ,DHANÁSARÍ
ਧਨੱਤਰ,DHANATTAR
ਧਨਾਵਨ,DHANÁWAN
ਢਾਂਚ,ḌHÁṆCH
ਢਾਂਚਾ,ḌHÁṆCHÁ
ਧੰਡ,DHAṆḌ
ਢੰਡ,ḌHAṆḌ
ਧੰਦਾ,DHAṆDÁ
ਢਾਂਡਾ,ḌHÁṆḌÁ
ਧੰਦਾਲ,DHAṆDÁL
ਧਾਂਦਲ,DHÁṆDAL
ਧਾਂਦਲੀ,DHÁṆDALÍ
ਢੰਡਾਲ,ḌHAṆḌÁL
ਧੰਦਾਲੀ,DHAṆDÁLÍ
ਧਾਂਦਲੀ,DHÁṆDALÍ
ਧਾਂਦਲੀਆ,DHÁṆDALÍÁ
ਧਾਂਦਲਣ,DHÁṆDALAṈ
ਧਾਂਦਲਯਾ,DHÁṆDALYÁ
ਢੰਢ,ḌHAṆḌH
ਧਾਂਧਾਂ,DHÁṆDHÁṆ
ਢਾਂਢੂ,ḌHÁṆḌHÚ
ਢਾਂਡੀ,ḌHÁṆḌÍ
ਢੰਡੋਲਣਾ,ḌHAṆḌOLṈÁ
ਢੰਡੋਰਾ,ḌHAṆḌORÁ
ਢੰਡੋਰੀਆ,ḌHAṆḌORÍÁ
ਢਾਂਡਡ਼ੀ,ḌHÁṆḌṚÍ
ਧਾਂਗ,ḌHÁṆG
ਢੰਗ,ḌHAṆG
ਢਾਂਗਾ,ḌHÁṆGÁ
ਢੰਗਾ,ḌHAṆGÁ
ਢੰਗਣਾ,ḌHAṆGṈÁ
ਢਾਂਗੂ,ḌHÁṆGÚ
ਢਾਂਗੂਆ,ḌHÁṆGÚÁ
ਧਾਂਹ,DHÁṆH
ਧਾਨਹਾਂ,DHÁNHÁṆ
ਧਣੀ,DHAṈÍ
ਢਾਣੀ,ḌHÁṈÍ
ਧਨੀਆ,DHANÍÁ
ਧਨੀਆਂ,DHANÍÁṆ
ਧਨੀਜਣ,DHANÍJAṈ
ਧਾਨਜ,DHÁNJ
ਧਾਂਕ,DHÁṆK
ਢੰਕਾਰ,ḌHAṆKÁR
ਢੰਕਾਰਣ,ḌHAṆKÁRAṈ
ਢੰਕਾਰੀ,ḌHAṆKÁRÍ
ਧਣਖ,DHAṈAKH
ਧੰਖ,DHAṆKH
ਧੱਨ,DHANN
ਢੱਨ,ḌHANN
ਢੱਨ੍ਹ,ḌHANNH
ਧੱਨਾ,DHANNÁ
ਧਨਣਾ,DHAṈNÁ
ਧੱਨੀ,DHANNÍ
ਧਾਂਸ,DHÁṆS
ਧਾਂਸਣਾ,DHÁṆSṈÁ
ਧਾਤ,DHÁṆT
ਧਣੁਕ,DHAṈUK
ਧਣੁਖ,DHAṈUKH
ਧਣੁਖੀ,DHAṈUKHÍ
ਧਾਨੂ,DHÁNÚ
ਧਨਵਾਈ,DHANWÁÍ
ਧਾਂਵਨ,DHÁṆWAN
ਧਨਯਾ,DHANYÁ
ਧਨਯਾਂ,DHANYÁṆ
ਧਾਓਧਾ,DHÁODHÁ
ਧਾਪ,DHÁP
ਧੱਪਾ,DHAPPÁ
ਧੱਫ,DHAPPH
ਧੱਫਾ,DHAPPHÁ
ਧੱਫਡ਼,DHAPPHAṚ
ਢੱਪਣਾ,ḌHAPPṈÁ
ਧਰ,DHAR
ਧਡ਼,DHAṚ
ਧਾਰ,DHÁR
ਧਾਡ਼,DHÁṚ
ਧਡ਼ਾ,DHAṚÁ
ਧਰਾ,DHARÁ
ਧਾਡ਼ਾ,DHÁṚÁ
ਢਾਰਾ,ḌHÁRÁ
ਧਾਰਾ,DHÁRÁ
ਧਰਾਦੇਣਾ,DHARÁDEṈÁ
ਧਰਾਈ,DHARÁÍ
ਧਡ਼ਕ,DHAṚAK
ਧਡ਼ਾਕਾ,DHAṚÁKÁ
ਧਡ਼ਕਣਾ,DHAṚAKṈÁ
ਧਡ਼ੱਲ,DHAṚALL
ਧਡ਼ੱਲਾ,DHAṚALLÁ
ਧਰਨ,DHARAN
ਧਾਰਨ,DHÁRAN
ਧਰਾਪਣਾ,DHARÁPṈÁ
ਧਰਾਸ,DHARÁS
ਧਡ਼ਤ,DHAṚAT
ਧਡ਼ਥ,DHAṚATH
ਧਰਾਉਣਾ,DHARÁUṈÁ
ਧਰਾਵਾ,DHARÁWÁ
ਧਰੇਕ,DHAREK
ਧਰੇਲ,DHAREL
ਧਰੇਵਾ,DHAREWÁ
ਧਰਘੁੱਨਾ,DHARGHUNNÁ
ਧਾਰੀ,DHÁRÍ
ਧਡ਼ੀ,DHAṚÍ
ਧਡ਼ੀਆਂ,DHAṚÍÁṆ
ਧਾਡ਼ਿਆਪਹਰਿਆ,DHÁṚIÁPAHRIÁ
ਧਾਡ਼ਿਆਪਾਹਰਿਆ,DHÁṚIÁPÁHRIÁ
ਧਰਿੱਗ,DHARIGG
ਧਡ਼ਕਾ,DHAṚKÁ
ਧਡ਼ਕੀ,DHAṚKÍ
ਧਰਕੱਲਣਾ,DHARKALLAṈÁ
ਧਡ਼ਕਾਉਣਾ,DHAṚKÁUṈÁ
ਧਡ਼ਕਣਾ,DHAṚKṈÁ
ਧਰਮ,DHARM
ਧਰਮਾਉਣਾ,DHARMÁUTAṈ
ਧਰਮਾਉਤੀ,DHARMÁUTÍ
ਧਰਮੀ,DHARMÍ
ਧਰਨਾ,DHARNÁ
ਧਾਰਨਾ,DHÁRNÁ
ਧਰਨੀ,DHARNÍ
ਧਰੋਹ,DHAROH
ਧਰੋਹਰ,DHAROHAR
ਧਰੋਹੀ,DHAROHÍ
ਧਰਪੋਸ਼,DHARPOSH
ਧੱਰਾ,DHARRÁ
ਧਰਤ,DHART
ਧਰਤੀ,DHARTÍ
ਧਰੁੱਗ,DHARUGG
ਧਰੂਹ,DHARÚH
ਧਰੂਹਣਾ,DHARÚHṈÁ
ਧਰੂਰ,DHARÚR
ਧਰਵਾਦੇਣਾ,DHARWÁDEṈÁ
ਧਡ਼ਵਾਈ,DHAṚWÁÍ
ਧਰਵਾਈ,DHARWÁÍ
ਧਡ਼ਵਾਇਣ,DHAṚWÁIṈ
ਧਾਰਵਾਨ,DHÁRWÁN
ਧਾਰਵਾਂ,DHÁRWÁṆ
ਧਰਵਾਸ,DHARWÁS
ਧਰਵਾਉਣਾ,DHARWÁUṈÁ
ਧਾਡ਼ਵੀ,DHÁṚWÍ
ਧਾਡ਼ਵਣ,DHÁṚWAṈ
ਧਸਾਕ,DHASÁK
ਧਸਾਕਾ,DHASÁKÁ
ਧਸਲ,DHASAL
ਧਸਣ,DHASAṈ
ਧਸਾਣ,DHASÁṈ
ਧਸਾਊ,DHASÁÚ
ਧਸਾਉ,DHASÁU
ਧਸਾਉਣਾ,DHASÁUṈÁ
ਧਸਾਣਾ,DHASÁṈÁ
ਢਾਸਣਾ,ḌHÁSṈÁ
ਧਸਣਾ,DHASṈÁ
ਧਾੱਸਾ,DHÁSSÁ
ਧੱਸਣਾ,DHASSṈÁ
ਧਸਵਾਉਣਾ,DHASWÁUṈÁ
ਧਤ,DHAT
ਧਾਤ,DHÁT
ਢਾਟਾ,ḌHÁṬÁ
ਢਾਠਾ,ḌHÁṬHÁ
ਢਾਟਮ,ḌHÁṬAM
ਢੱਟਾ,ḌHAṬṬÁ
ਢੱਠ,ḌHAṬṬH
ਢੱਠਾ,ḌHṬṬHÁ
ਧਤੂਰਾ,DHATÚRÁ
ਧਤੂਰੀ,DHATÚRÍ
ਧਾਊ,DHÁU
ਢਊਆ,ḌHAÚÁ
ਢੌਗਣਾ,ḌHAUGUṈÁ
ਧੌਖਣਾ,DHAUKHṈÁ
ਧੌਕਣਾ,DHAUKṈÁ
ਧੌਖਣੀ,DHAUKHṈÍ
ਧੌਕਣੀ,DHAUKṈÍ
ਧੌਲ,DHAUL
ਧੌਲਾ,DHAULÁ
ਧੌਲੀ,DHAULÍ
ਧੌਲਰ,DHAULAR
ਧੌਲੂ,DHAULÚ
ਧੌਣ,DHAUṈ
ਢਾਉਣਾ,ḌHÁUṈÁ
ਢੌਣਾ,ḌHAUṈÁ
ਧੌਣਾ,DHAUṈÁ
ਧਾਉਣਾ,DHÁUṈÁ
ਢੌੱਚਾ,ḌHAUṆCHCHÁ
ਧਾਉਣੀ,DHÁUṈÍ
ਧੌਣੀ,DHAUṈÍ
ਧੌਂਜਾਣਾ,DHAUṆJÁṈÁ
ਢੌਂਕਾ,ḌHAUṆKÁ
ਧੌਂਖਣਾ,DHAUṆKHṈÁ
ਧੌਂਕਣਾ,DHAUṆKṈÁ
ਧੌਂਕਣੀ,DHAUṆKṈÍ
ਧੌਂਖਣੀ,DHAUṆKHṈÍ
ਧੌਂਕਡ਼ਾ,DHAUṆKṚÁ
ਧੌਡ਼ੀ,DHAUṚÍ
ਧੌਂਸ,DHAUṆS
ਧੌਂਸਣਾ,DHAUṆSṈÁ
ਧੌਂਸਾੱ,DHAUṆSSÁ
ਧੌਂੱਸੀ,DHAUṆSSÍ
ਧੌਂਸਯਾ,DHAUṆSYÁ
ਧੌਰਾ,DHAURÁ
ਧਾਵਾ,DHÁWÁ
ਢਵਾਈ,ḌHAWÁÍ
ਢਾਵਾਂ,ḌHÁWÁṆ
ਧਵਾਂਹ,DHAWÁṆH
ਧਾਵਤ,DHÁWAT
ਢਵਾਉਣਾ,ḌHAWÁUṈÁ
ਢਾਵੀ,ḌHÁWÍ
ਧਾਵੀ,DHÁWÍ
ਢੇਡ,ḌHEḌ
ਢੇਢੀ,ḌHEḌHÍ
ਢੇਡੂ,ḌHEḌÚ
ਧੇਕ,DHEK
ਢੇਕਾ,ḌHEKÁ
ਢੇੱਕਾ,ḌHEKKÁ
ਢੇਕਬਜੂਦ,ḌHEKBAJÚD
ਢੇਕਵਜੂਦ,ḌHEKWAJÚD
ਢੇਕਚਾਲ,ḌHEKCHÁL
ਢੇਕਪੁਣਾ,ḌHEKPUṈÁ
ਧੇਲਾ,DHELÁ
ਢੇਲਾ,ḌHELÁ
ਢੇਲਰ,ḌHELAR
ਧੇਲੀ,DHELÍ
ਢੇਮ੍ਹ,ḌHEMH
ਧੇਣ,DHEṈ
ਢੇਂਢਾ,ḌHEṆḌHÁ
ਧੇਟਵਾਂ,DHEṈWÁṆ
ਢੇਰੋ,ḌHER
ਢੇਰਾ,ḌHERÁ
ਢੇਰੀ,ḌHEÍ
ਢੇਰਣੀ,ḌHERṈÍ
ਢੇਰੂ,ḌHERÚ
ਢੇਸੂ,ḌHESÚ
ਧੇਤਾ,DHETÁ
ਢੇਠ,ḌHEṬH
ਢੇਠਾ,ḌHEṬHÁ
ਧੇਉਣਾ,DHEUṈÁ
ਧੀ,DHÍ
ਧੀਆ,DHÍÁ
ਧਿਆ,DHIÁ
ਢੀਆ,ḌHÍÁ
ਧਿਆਹਣ,DHIÁHAṈ
ਧਿਆਹਣੀ,DHIÁHṈÍ
ਧਿਆਣ,DHIÁṈ
ਧਿਆਨ,DHIÁN
ਧਿਆਣਾ,DHIÁṈÁ
ਧਿਆਨਣਾ,DHIÁNAṈÁ
ਧਿਆਣੀ,DHIÁṈÍ
ਧਿਆੱਨੀ,DHIÁNNÍ
ਧਿਅੱਤਾ,DHIATTÁ
ਧੀਅੱਤਾ,DHÍATTÁ
ਧਿਆਉ,DHIÁU
ਧਿਆਉਣਾ,DHIÁUṈÁ
ਢਿੱਬਾ,ḌHIBBÁ
ਢਿੱਡ,ḌHIḌḌ
ਢਿੱਢ,ḌHIḌḌH
ਢਿੱਡਲ,ḌHIḌḌAL
ਧਿੱਦਣ,DHIDDAṈ
ਢਿੱਡੀ,ḌHIḌḌÍ
ਧੀਦੋ,DHÍDO
ਢਿਗ,ḌHIG
ਧਿਗਾਣਾ,DHIGÁṈÁ
ਧਿਗਾਣੇ,DHIGÁṈE
ਢਿਗਾਰਾ,ḌHIGÁRÁ
ਢਿੱਗ,ḌHIGG
ਢੀਹਾ,ḌHÍHÁ
ਧਿਹਾਲੂ,DHIHÁLÚ
ਧਿੱਹਤਾ,DHIHATTÁ
ਧਿਜਾ,DHIJÁ
ਧਿਜਾਉ,DHIJÁU
ਧਿਜਾਉਣਾ,DHIJÁUṈÁ
ਧਿਜਣਾ,DHIJṈÁ
ਢਿਕਣ,ḌHIKAṈ
ਧਿੱਕਾ,DHIKKÁ
ਧਿੱਕਾਰ,DHIKKÁR
ਧਿੱਕਾਰਣ,DHIKKÁRAṈ
ਧਿੱਕਾਰੀ,DHIKKÁRÍ
ਧਿੱਕਾਰਣਾ,DHIKKÁRṈÁ
ਢਿਲਕਣਾ,ḌHILAKṈÁ
ਢਿਲਕਾਉਣਾ,ḌHILKÁUṈÁ
ਢਿੱਲ,ḌHILL
ਢਿੱਲਾ,ḌHILLÁ
ਢਿੱਲਡ਼,ḌHILLAṚ
ਢਿੱਲੀ,ḌHILLÍ
ਢਿੱਲ੍ਹੋਂ,ḌHILLHOṆ
ਢਿੱਲੋਂ,ḌHILLOṆ
ਢੀਮ,ḌHÍM
ਢੀਮਾ,ḌHÍMÁ
ਢੀਮ੍ਹ,ḌHÍMH
ਧੀਮਾ,DHÍMÁ
ਧੀਮੀ,DHÍMÍ
ਢਿਮਢਿਮੀ,ḌHIMÍ
ਢਿਮਕਾ,ḌHIMKÁ
ਢਿਮਕਡ਼ਾ,ḌHIMKAṚÁ
ਢੀਂਡਾ,ḌHÍṆḌÁ
ਧੀਂਗ,DHÍṆG
ਢੀਂਗ,ḌHÍṆG
ਧਿੰਗ,DHIṆG
ਧੀਂਗ,DHÍṆG
ਢੀਂਗਰ,ḌHÍṆGAR
ਢੀਂਗਰੀ,ḌHÍṆGARÍ
ਢਿੰਗਰ,ḌHIṆGGAR
ਢਿੰਗਰੀ,ḌHIṆGGARÍ
ਢੀਂਗੁਲੀ,ḌHÍṆGULÍ
ਢੀਂਗਲੀ,ḌHÍṆGALÍ
ਢਿੱਨਣ,ḌHINNAṈ
ਧੀਣਵਾਂ,DHÍṈWÁṆ
ਧਿਰ,DHIR
ਧੀਡ਼,DHÍṚ
ਧੀਰ,DHÍR
ਧੀਰ,DHÍR
ਧੀਰਜ,DHÍRAJ
ਧੀਰਾ,DHÍRÁ
ਧੀਰਜੀ,DHÍRAJÍ
ਢਿਰਕ,ḌHIRAK
ਧੀਰੇ,DHÍRE
ਧੀਰੀ,DHÍRÍ
ਧਿਰਿਗ,DHIRIG
ਧਿਰਿਘ,DHIRIGH
ਧੀਡ਼ਨਾ,DHÍṚNÁ
ਧਿਡ਼ਵਾਈ,DHIṚWÁÍ
ਧਿਰਵਾਸ,DHIRWÁS
ਧਿਡ਼ਵਾਉਣਾ,DHIṚWÁUṈÁ
ਢਿਠ,ḌHIṬH
ਢੀਠ,ḌHÍṬH
ਢੀਠਾ,ḌHÍṬHÁ
ਢਿਠਾਈ,ḌHIṬHÁÍ
ਧਿਤਕਾਰ,DHITKÁR
ਧਿਉਣਾ,DHIUṈÁ
ਢਿਵਾ,ḌHIWÁ
ਧੋ,DHO
ਢੋ,ḌHO
ਢੋਆ,ḌHOÁ
ਧੋਬਾ,DHOBÁ
ਦੋਬੀ,DHOBÍ
ਧੋਬਣ,DHOBAṈ
ਢੋਡਾ,ḌHOḌÁ
ਢੋਢਾ,ḌHOḌHÁ
ਧੋਹ,DHOH
ਢੋਹ,ḌHOH
ਧੋਹਾ,DHOHÁ
ਧੋਹਣ,DHOHAṈ
ਦੋਹੀ,DHOHÍ
ਢੋਹਣ,ḌHOHAṈ
ਢੋਹਣਾ,ḌHOHṈÁ
ਢੋਈ,ḌHOÍ
ਧੋਈ,DHOÍ
ਧੋਖਣਾ,DHOKHAṈÁ
ਧੋੱਖਾ,DHOKKHÁ
ਧੋਲ,DHOL
ਢੋਲ,ḌHOL
ਢੋਲਕ,ḌHOLAK
ਢੋਲਕੀ,ḌHOLAKÍ
ਢੋਲਕੀ,ḌHOLKÍ
ਢੋਲਣ,ḌHOLAṈ
ਢੋਲਣਾ,ḌHOLAṈÁ
ਢੋਲਚੀ,ḌHOLCHÍ
ਢੋਲੀਆ,ḌHOLÍÁ
ਢੋਲਕੀ,ḌHOLKÍ
ਢੋਲਕੀਆ,ḌHOLKÍÁ
ਢੋਲੀ,ḌHOLÍ
ਢੋੱਲਾ,ḌHOLLÁ
ਢੋਲਣਾ,ḌHOLṈÁ
ਧੋਮਾਉਣਾ,DHOMÁUṈÁ
ਧੋਣ,DHOṈ
ਧੋਨ,DHON
ਢੋਣਾ,ḌHOṈÁ
ਧੋਣਾ,DHOṈÁ
ਧੋਂਦ,DHOṆD
ਢੋਂਗ,ḌHOṆG
ਢੋਂਗੀ,ḌHOṆGÍ
ਧੋਨਿਤਰ,DHONITAR
ਧੋਪਣ,DHOPAṈ
ਧੋੱਪਾ,DHOPPÁ
ਧੋਰ,DHOR
ਧੋਡ਼,DHOṚ
ਧੋਡ਼ਾ,DHOṚÁ
ਢੋਰ,ḌHOR
ਧੋਰਾ,DHORÁ
ਢੋਰਾ,ḌHORÁ
ਢੋਰੀ,ḌHORÍ
ਧੋਰੇ,DHORE
ਧੋਰੀ,DHORÍ
ਧੋਰਯਾ,DHORYÁ
ਧੋਰਮਾ,DHORMÁ
ਧੋਤਰ,DHOTAR
ਧੋੱਤੀ,DHOTTÍ
ਧੋਵਾਰ,DHOWÁR
ਧੋਯਾਰੀ,DHOYÁRÍ
ਧੂ,DHÚ
ਢੂਆ,ḌHÚÁ
ਧੁਆਹਾਂ,DHUÁHÁṆ
ਧੁਆਈ,DHUÁÍ
ਢੁਆਈ,ḌHUÁÍ
ਧੂਆਂ,DHÚÁṆ
ਧੁਆਂਖਣਾ,DHUÁṆKHṈÁ
ਧੁਆਂਸ,DHUÁṆS
ਧੁਆਉਟ,DHUÁUṈÁ
ਧੁਬੱਲੀ,DHUÁUṬ
ਢੁਬੱਲੀ,DHUBBALÍ
ਢੁੱਚਰ,ḌHUCHCHAR
ਧੁਦੱਲ,DHUDDAL
ਧੁਦੱਰ,DHUDDAR
ਢੁਢ,ḌHUḌH
ਢੁ਼ਡ,ḌHUḌ
ਧੂਧੂ,DHÚ
ਧੂਦੀ,DHÚDÍ
ਧੂਹ,DHÚH
ਢੂਹਾ,ḌHÚHÁ
ਢੂਹੀ,ḌHÚHÍ
ਢੂਈ,ḌHÚÍ
ਧੂਹੇਜਾਣਾ,JÁṈÁ
ਧੂਹਣਾ,DHÚHṈÁ
ਧੂਈਂ,DHÚÍṈ
ਧੁੱਜ,DHUJJ
ਢੁਕਾ,ḌHUKÁ
ਢੁਕਾਓ,ḌHUKÁU
ਢੁਕਣ,ḌHUKAṈ
ਢੁਕਾਉਣਾ,ḌHUKÁUṈÁ
ਧੁਕਧੁਕਾ,DHUKÁ
ਧੁਕਧੁਕੀ,DHUKÍ
ਧੁਖ,DHUKH
ਧੂਖ,DHÚKH
ਧੂਖਡ਼,DHÚKHAṚ
ਧੁਖਾਉਣਾ,DHUKHÁUṈÁ
ਧੁਖਧੁਖਾ,DHUKHÁ
ਧੁਖਧੁਖੀ,DHUKHÍ
ਧੁਖਣਾ,DHUKHṈÁ
ਢੁੱਕਜਾਣਾ,JÁṈÁ
ਢੁੱਕਣਾ,ḌHUKKṈÁ
ਢੁੱਕਪੈਣਾ,ḌHUKKPAIṈÁ
ਧੁਲਾਈ,DHULÁÍ
ਢੁਲਾਈ,ḌHULÁÍ
ਢੁਲਕਣਾ,ḌHULAKṈÁ
ਧੁਲਾਊ,DHULÁÚ
ਧੁਲਾਉਣਾ,DHULÁUṈÁ
ਢੁਲਾਉਣਾ,ḌHULÁUṈÁ
ਧੁਲਾਉਟ,DHULÁUṬ
ਧੁਲਾਵਟ,DHULÁWAṬ
ਧੁਲਧੁਲੀ,DHULDHULÍ
ਢੁਲਕਾਉਣਾ,ḌHULKÁUṈÁ
ਢੁਲਮੁਲਅਕੀਨ,ḌHULMULAKÍN
ਢੁਲਨਾ,ḌHULNÁ
ਢੁਲਵਾਈ,ḌHULWÁÍ
ਧੁਲਵਾਈ,DHULWÁÍ
ਧੁਲਵਾਉਣਾ,DHULWÁUṈÁ
ਢੁਲਵਾਉਣਾ,ḌHULWÁUṈÁ
ਧੂਮ,DHÚM
ਧੂਮੀ,DHÚMÍ
ਧੁੱਮ,DHUMM
ਧੁਣ,DHUṈ
ਧੁਨ,DHUN
ਧੂੰ,DHÚṆ
ਢੂੰ,ḌHÚṆ
ਧੂਣਾ,DHÚṈÁ
ਧੂਨਾ,DHÚNÁ
ਧੁਣਖਣਾ,DHUṈAKHṈÁ
ਧੁਣਕਣਾ,DHUṈAKṈÁ
ਧੁੰਦ,DHUṆD
ਢੂੰਡ,ḌHÚṆḌ
ਢੁੰਡਾਈ,ḌHUṆḌÁÍ
ਢੂੰਢਤ,ḌHÚṆḌAṆT
ਢੁੰਡਰ,ḌHUṆḌAR
ਢੁੰਭਰੀ,ḌHUṆḌARÍ
ਢੁੰਡਾਊ,ḌHUṆḌÁÚ
ਢੁੰਡਾਉਲਾ,ḌHUṆḌÁULÁ
ਢੰਡਾਉਣਾ,ḌHUṆḌÁUṈÁ
ਢੂੰਢ,ḌHÚṆḌH
ਢੂੰਢਣਾ,ḌHÚṆḌHṈÁ
ਢੂੰਡਣਾ,ḌHÚṆḌṈÁ
ਧੁੰਦਲਾ,DHUṆDLÁ
ਧੁੰਦੁਕਾਰ,DHUṆDUKÁR
ਧੁੰਦੂਕਾਰ,DHUṆDÚKÁR
ਢੁੰਗਨਾ,ḌHUṆGANÁ
ਢੁੰਗਾਰ,ḌHUṆGÁR
ਧੁੰਗਾਰ,DHUṆGÁR
ਢੁੰਗਾਰਨਾ,ḌHUṆGÁRNÁ
ਧੁੰਗਾਰਨਾ,DHUṆGÁRNÁ
ਧੂਣੀ,DHÚṈÍ
ਧੁਣਖਾਈ,DHUṈKHÁÍ
ਧੁਣਖਾਉਣਾ,DHUṈKHÁUṈÁ
ਧੁਣਖੀ,DHUṈKHÍ
ਧੁਣਕੀ,DHUṈKÍ
ਧੁੱਨ,DHUNN
ਧੁੰਨ,DHUNN
ਢੁੱਨਣੀ,ḌHUNNAṈÍ
ਧੁੱਨੀ,DHUNNÍ
ਧੁੰਨੀ,DHUNNÍ
ਧੂੱਨੂ,DHÚNNÚ
ਧੁਨਪੈਨਾ,DHUNPAINÁ
ਧੂਨੂ,DHÚNÚ
ਧੁਣਯਾਂ,DHUṈYÁṆ
ਧੂਪ,DHÚP
ਧੁਪਿਆਣੀ,DHUPIÁṈÍ
ਧੂਪਨਾ,DHÚPNÁ
ਧੁੱਪ,DHUPP
ਧੁਰ,DHUR
ਧੂਡ਼,DHÚR
ਧੂਰ,DHÚR
ਧੁਰਾ,DHURÁ
ਧੂਰਾ,DHÚRÁ
ਧੂਡ਼ਾ,DHÚṚÁ
ਧੁਰਾਈ,DHURÁÍ
ਧੁਡ਼ਕਾ,DHUṚAKṈÁ
ਧੁਰੇਲ,DHUREL
ਧੁਰੀ,DHURÍ
ਧੂਰੀ,DHÚRÍ
ਧੁਡ਼ਕਾ,DHUṚKÁ
ਧੁਡ਼ਕੀ,DHUṚKÍ
ਧੁਡ਼ਕਣੀ,DHUṚKṈÍ
ਢੁਰਕਣੀ,ḌHURKṈÍ
ਧੁਡ਼ਕੂ,DHUṚKÚ
ਧੁਰਨਾ,DHURNÁ
ਧੁਰੋਹ,DHUROH
ਧੁਰੋਹੀ,DHUROHÍ
