Word,Translit,Normalized
चुँधलाना,cũdhlānā,c u ~ dh l aa n aa
चुंधा,cundhā,c u n dh aa
चुँधियाना,cũdhiyānā,c u ~ dh i y aa n aa
चुंबक,cumbak,c u m b a k
चुंबकत्व,cumbkatv,c u m b k a t v
चुंबकीय,cumbkīya,c u m b k ii y a
चुंबन,cumban,c u m b a n
चुंबा,cumbā,c u m b aa
चुंबित,cumbit,c u m b i t
चुआन,cuān,c u aa n
चुआना,cuānā,c u aa n aa
चुक़ंदर,cuqandar,c u q a n d a r
चुकटा,cukṭā,c u k tt aa
चुकटी,cukṭī,c u k tt ii
चुकता,cuktā,c u k t aa
चुकती,cuktī,c u k t ii
चुकना,cuknā,c u k n aa
चुकरी,cukrī,c u k r ii
चुकाई,cukāī,c u k aa ii
चुकाना,cukānā,c u k aa n aa
चुकौता,cukautā,c u k O t aa
चुकौती,cukautī,c u k O t ii
चुक्कड़,cukkaṛ,c u k k a rr
चुक्र,cukr,c u k r
चुग़द,cuġad,c u Gh a d
चुगना,cugnā,c u g n aa
चुग़ल,cuġal,c u Gh a l
चुग़ली,cuġlī,c u Gh l ii
चुगवाना,cugvānā,c u g v aa n aa
चुगा,cugā,c u g aa
चुगाई,cugāī,c u g aa ii
चुगाना,cugānā,c u g aa n aa
चुचकारना,cuckārnā,c u c k aa r n aa
चुचकारी,cuckārī,c u c k aa r ii
चुचवाना,cucvānā,c u c v aa n aa
चुचाना,cucānā,c u c aa n aa
चुचियाना,cuciyānā,c u c i y aa n aa
चुचुकना,cucuknā,c u c u k n aa
चुटकना,cuṭaknā,c u tt a k n aa
चुटकी,cuṭkī,c u tt k ii
चुटकुला,cuṭkulā,c u tt k u l aa
चुटपुट,cuṭpuṭ,c u tt p u tt
चुटपुटिया,cuṭpuṭiyā,c u tt p u tt i y aa
चुटला,cuṭlā,c u tt l aa
चुटिया,cuṭiyā,c u tt i y aa
चुटीला,cuṭīlā,c u tt ii l aa
चुटीला,cuṭīlā,c u tt ii l aa
चुटैल,cuṭail,c u tt E l
चुट्टा,cuṭṭā,c u tt tt aa
चुड़,cuṛ,c u rr
चुड़ैल,cuṛail,c u rr E l
चुड्ड,cuḍḍ,c u dd dd
चुड्डो,cuḍḍo,c u dd dd o
चुदक्कड़,cudakkaṛ,c u d a k k a rr
चुदना,cudnā,c u d n aa
चुदवाई,cudvāī,c u d v aa ii
चुदवाना,cudvānā,c u d v aa n aa
चुदवास,cudvās,c u d v aa s
चुदवैया,cudvaiyā,c u d v E y aa
चुदाई,cudāī,c u d aa ii
चुदाना,cudānā,c u d aa n aa
चुदानी,cudānī,c u d aa n ii
चुदास,cudās,c u d aa s
चुदासा,cudāsā,c u d aa s aa
चुनचुना,cuncunā,c u n c u n aa
चुनचुनाना,cuncunānā,c u n c u n aa n aa
चुनचुनी,cuncunī,c u n c u n ii
चुनट,cunaṭ,c u n a tt
चुनन,cunan,c u n a n
चुनना,cunnā,c u n n aa
चुनरी,cunrī,c u n r ii
चुनरी,cunrī,c u n r ii
चुनवाँ,cunvā̃,c u n v aa ~
चुनवाई,cunvāī,c u n v aa ii
चुनवाना,cunvānā,c u n v aa n aa
चुनाँचे,cunā̃ce,c u n aa ~ c e
चुनाई,cunāī,c u n aa ii
चुनानचे,cunānce,c u n aa n c e
चुनाना,cunānā,c u n aa n aa
चुनाव,cunāv,c u n aa v
चुनावी,cunāvī,c u n aa v ii
चुनावट,cunāvaṭ,c u n aa v a tt
चुनिंदा,cunindā,c u n i n d aa
चुनिया,cuniyā,c u n i y aa
चुनी,cunī,c u n ii
चुनौटिया,cunauṭiyā,c u n O tt i y aa
चुनौटी,cunauṭī,c u n O tt ii
चुनौती,cunautī,c u n O t ii
चुन्नट,cunnaṭ,c u n n a tt
चुन्ना,cunnā,c u n n aa
चुन्नी,cunnī,c u n n ii
चुप,cup,c u p
चुपकी,cupkī,c u p k ii
चुपके,cupke,c u p k e
चुपचुपाना,cupcupānā,c u p c u p aa n aa
चुपड़ना,cupaṛnā,c u p a rr n aa
चुपड़वाँ,cupaṛvā̃,c u p a rr v aa ~
चुप्पी,cuppī,c u p p ii
चुबलाना,cublānā,c u b l aa n aa
चुभकना,cubhaknā,c u bh a k n aa
चुभकी,cubhkī,c u bh k ii
चुभन,cubhan,c u bh a n
चुभना,cubhnā,c u bh n aa
चुभलाना,cubhlānā,c u bh l aa n aa
चुभवाना,cubhvānā,c u bh v aa n aa
चुभाना,cubhānā,c u bh aa n aa
चुभोना,cubhonā,c u bh o n aa
चुमकार,cumkār,c u m k aa r
चुमकारना,cumkārnā,c u m k aa r n aa
चुमकारी,cumkārī,c u m k aa r ii
चुमाना,cumānā,c u m aa n aa
चुम्मा,cummā,c u m m aa
चुर,cur,c u r
चुरकुट,curkuṭ,c u r k u tt
चुरचुरा,curcurā,c u r c u r aa
चुरचुरी,curcurī,c u r c u r ii
चुरना,curnā,c u r n aa
चुरना,curnā,c u r n aa
चुरमुर,curmur,c u r m u r
चुरमुरा,curmurā,c u r m u r aa
चुरमुराना,curmurānā,c u r m u r aa n aa
चुरवाना,curvānā,c u r v aa n aa
चुरस,curas,c u r a s
चुराना,curānā,c u r aa n aa
चुरी,curī,c u r ii
चुर्रमुर्र,curramurr,c u r r a m u r r
चुर्री,currī,c u r r ii
चुल,cul,c u l
चुलचुलाना,culculānā,c u l c u l aa n aa
चुलबुल,culbul,c u l b u l
चुलबुला,culbulā,c u l b u l aa
चुलबुलाना,culbulānā,c u l b u l aa n aa
चुलबुलापन,culbulāpan,c u l b u l aa p a n
चुलबुलाहट,culbulāhaṭ,c u l b u l aa h a tt
चुलबुलिया,culbuliyā,c u l b u l i y aa
चुलाव,culāv,c u l aa v
चुल्ली,cullī,c u l l ii
चुल्लू,cullū,c u l l uu
चुवाना,cuvānā,c u v aa n aa
चुसकी,cuskī,c u s k ii
चुसक्कड़,cusakkaṛ,c u s a k k a rr
चुसना,cusnā,c u s n aa
चुसनी,cusnī,c u s n ii
चुसाना,cusānā,c u s aa n aa
चुस्त,cust,c u s t
चुस्ती,custī,c u s t ii
चुहचुहा,cuhcuhā,c u h c u h aa
चुहचुहाना,cuhcuhānā,c u h c u h aa n aa
चुहल,cuhal,c u h a l
चुहलिया,cuhliyā,c u h l i y aa
चुहिया,cuhiyā,c u h i y aa
चूँ,cū̃,c uu ~
चूँकि,cū̃ki,c uu ~ k i
चूँची,cū̃cī,c uu ~ c ii
चूँट,cū̃ṭ,c uu ~ tt
चूँटा,cū̃ṭā,c uu ~ tt aa
चूँटी,cū̃ṭī,c uu ~ tt ii
चूँदर,cū̃dar,c uu ~ d a r
चूँदरी,cū̃drī,c uu ~ d r ii
चूँसना,cū̃snā,c uu ~ s n aa
चूक,cūk,c uu k
चूक,cūk,c uu k
चूकना,cūknā,c uu k n aa
चूका,cūkā,c uu k aa
चूका,cūkā,c uu k aa
चूख,cūkh,c uu kh
चूची,cūcī,c uu c ii
चूज़ा,cūzā,c uu z aa
चूड़ा,cūṛā,c uu rr aa
चूड़ा,cūṛā,c uu rr aa
चूड़ा,cūṛā,c uu rr aa
चूड़ाल,cūṛāl,c uu rr aa l
चूड़ाला,cūṛālā,c uu rr aa l aa
चूड़िया,cūṛiyā,c uu rr i y aa
चूड़ी,cūṛī,c uu rr ii
चूड़ीहारा,cūṛīhārā,c uu rr ii h aa r aa
चूत,cūt,c uu t
चूतड़,cūtaṛ,c uu t a rr
चूतिया,cūtiyā,c uu t i y aa
चूतियापन,cūtiyāpan,c uu t i y aa p a n
चून,cūn,c uu n
चूनर,cūnar,c uu n a r
चूनरी,cūnrī,c uu n r ii
चूना,cūnā,c uu n aa
चूना,cūnā,c uu n aa
चूनी,cūnī,c uu n ii
चूभ,cūbh,c uu bh
चूमन,cūman,c uu m a n
चूमना,cūmnā,c uu m n aa
चूमनि,cūmni,c uu m n i
चूमा,cūmā,c uu m aa
चूर,cūr,c uu r
चूर,cūr,c uu r
चूरकी,cūrkī,c uu r k ii
चूरन,cūran,c uu r a n
चूरमा,cūrmā,c uu r m aa
चूरा,cūrā,c uu r aa
चूरी,cūrī,c uu r ii
चूर्ण,cūrṇ,c uu r n
चूर्णिका,cūrṇikā,c uu r n i k aa
चूर्णित,cūrṇit,c uu r n i t
चूल,cūl,c uu l
चूल,cūl,c uu l
चूल्हा,cūlhā,c uu l h aa
चूसन,cūsan,c uu s a n
चूसना,cūsnā,c uu s n aa
चूहड़ा,cūhṛā,c uu h rr aa
चूहा,cūhā,c uu h aa
चूही,cūhī,c uu h ii
चें,cẽ,c e ~
चेंगड़ा,ceṅgṛā,c e ng g rr aa
चेंच,ceñc,c e n ~ c
चेंचला,ceñclā,c e n ~ c l aa
चेंचुआ,ceñcuā,c e n ~ c u aa
चेंड़ा,ceṇṛā,c e n rr aa
चेंप,cemp,c e m p
चेक,cek,c e k
चेचक,cecak,c e c a k
चेटक,ceṭak,c e tt a k
चेटक,ceṭak,c e tt a k
चेत,cet,c e t
चेतन,cetan,c e t a n
चेतनता,cetantā,c e t a n t aa
चेतना,cetnā,c e t n aa
चेतना,cetnā,c e t n aa
चेता,cetā,c e t aa
चेता,cetā,c e t aa
चेताना,cetānā,c e t aa n aa
चेतावनी,cetāvnī,c e t aa v n ii
चेना,cenā,c e n aa
चेप,cep,c e p
चेपना,cepnā,c e p n aa
चेपा,cepā,c e p aa
चेपी,cepī,c e p ii
चेरा,cerā,c e r aa
चेराई,cerāī,c e r aa ii
चेरी,cerī,c e r ii
चेला,celā,c e l aa
चेली,celī,c e l ii
चेष्टा,ceṣṭā,c e sh tt aa
चेष्टित,ceṣṭit,c e sh tt i t
चेस्टर,cesṭar,c e s tt a r
चेहरा,cehrā,c e h r aa
चेहलुम,cehlum,c e h l u m
चैत,cait,c E t
चैतन्य,caitany,c E t a n y
चैतन्यता,caitanyatā,c E t a n y a t aa
चैतवाड़ा,caitvāṛā,c E t v aa rr aa
चैती,caitī,c E t ii
चैत्र,caitr,c E t r
चैन,cain,c E n
चैल,cail,c E l
चैल,cail,c E l
चैला,cailā,c E l aa
चैली,cailī,c E l ii
चोंक,coṅk,c o ng k
चोंकीला,coṅkīlā,c o ng k ii l aa
चोंगा,coṅgā,c o ng g aa
चोंगी,coṅgī,c o ng g ii
चोंच,coñc,c o n ~ c
चोंचला,coñclā,c o n ~ c l aa
चोंटी,coṇṭī,c o n tt ii
चोंड़ा,coṇṛā,c o n rr aa
चोंथ,conth,c o n th
चोंप,comp,c o m p
चोआ,coā,c o aa
चोई,coī,c o ii
चोकड़,cokaṛ,c o k a rr
चोकर,cokar,c o k a r
चोखा,cokhā,c o kh aa
चोखाई,cokhāī,c o kh aa ii
चोखापन,cokhāpan,c o kh aa p a n
चोगा,cogā,c o g aa
चोग़ा,coġā,c o Gh aa
चोचला,coclā,c o c l aa
चोज,coj,c o j
चोजी,cojī,c o j ii
चोट,coṭ,c o tt
चोटा,coṭā,c o tt aa
चोटार,coṭār,c o tt aa r
चोटी,coṭī,c o tt ii
चोट्टा,coṭṭā,c o tt tt aa
चोत,cot,c o t
चोदना,codnā,c o d n aa
चोदू,codū,c o d uu
चोद्दू,coddū,c o d d uu
चोप,cop,c o p
चोप,cop,c o p
चोब,cob,c o b
चोबा,cobā,c o b aa
चोभ,cobh,c o bh
चोभा,cobhā,c o bh aa
चोर,cor,c o r
चोरी,corī,c o r ii
चोला,colā,c o l aa
चोली,colī,c o l ii
चोषण,coṣaṇ,c o sh a n
चोष्य,coṣy,c o sh y
चोहला,cohlā,c o h l aa
चौंक,cauṅk,c O ng k
चौंकना,cauṅknā,c O ng k n aa
चौंकाना,cauṅkānā,c O ng k aa n aa
चौंड़ू,cauṇṛū,c O n rr uu
चौंतरा,cauntrā,c O n t r aa
चौंतीस,cauntīs,c O n t ii s
चौंथना,caunthnā,c O n th n aa
चौंध,caundh,c O n dh
चौंधला,caundhlā,c O n dh l aa
चौंधलाना,caundhlānā,c O n dh l aa n aa
चौंधा,caundhā,c O n dh aa
चौंधियाना,caundhiyānā,c O n dh i y aa n aa
च़ौधी,च़audhī,च ़ O dh ii
चौंर,caunr,c O n r
चौंरी,caunrī,c O n r ii
चौंषरौं,caunṣra͠u,c O n sh r a ~ u
चौंसठ,caunsaṭh,c O n s a tth
चौंसर,caunsar,c O n s a r
चौ,cau,c O
चौक,cauk,c O k
चौकड़ा,caukṛā,c O k rr aa
चौकड़ात,caukṛāt,c O k rr aa t
चौकड़ी,caukṛī,c O k rr ii
चौकन्ना,caukannā,c O k a n n aa
चौकस,caukas,c O k a s
चौकसाई,cauksāī,c O k s aa ii
चौकसी,cauksī,c O k s ii
चौका,caukā,c O k aa
चौकी,caukī,c O k ii
चौकोन,caukon,c O k o n
चौखट,caukhaṭ,c O kh a tt
चौखटा,caukhṭā,c O kh tt aa
चौखा,caukhā,c O kh aa
चौगान,caugān,c O g aa n
चौड़ा,cauṛā,c O rr aa
चौड़ाई,cauṛāī,c O rr aa ii
चौड़ान,cauṛān,c O rr aa n
चौड़ाना,cauṛānā,c O rr aa n aa
चौड़ापन,cauṛāpan,c O rr aa p a n
चौड़ाव,cauṛāv,c O rr aa v
चौतरा,cautrā,c O t r aa
चौतरिया,cautriyā,c O t r i y aa
चौतीस,cautīs,c O t ii s
चौथ,cauth,c O th
चौथपन,cauthpan,c O th p a n
चौथा,cauthā,c O th aa
चौथाई,cauthāī,c O th aa ii
चौथिया,cauthiyā,c O th i y aa
चौथी,cauthī,c O th ii
चौदश,caudaś,c O d a sh
चौदस,caudas,c O d a s
चौदह,caudah,c O d a h
चौदहवाँ,caudahvā̃,c O d a h v aa ~
चौधराई,caudhrāī,c O dh r aa ii
चौधराना,caudhrānā,c O dh r aa n aa
चौधरानी,caudhrānī,c O dh r aa n ii
चौधरी,caudhrī,c O dh r ii
चौपई,caupaī,c O p a ii
चौपट,caupaṭ,c O p a tt
चौपड़,caupaṛ,c O p a rr
चौपही,cauphī,c O ph ii
चौपाई,caupāī,c O p aa ii
चौपाल,caupāl,c O p aa l
चौपाल,caupāl,c O p aa l
चौपाला,caupālā,c O p aa l aa
चौपैया,caupaiyā,c O p E y aa
चौबच्चा,caubaccā,c O b a c c aa
चौबर,caubar,c O b a r
चौबा,caubā,c O b aa
चौबाइन,caubāin,c O b aa i n
चौबीस,caubīs,c O b ii s
चौबे,caube,c O b e
चौर,caur,c O r
चौरंग,cauraṅg,c O r a ng g
चौरस,cauras,c O r a s
चौरसाई,caursāī,c O r s aa ii
चौरसाना,caursānā,c O r s aa n aa
चौरसी,caursī,c O r s ii
चौरा,caurā,c O r aa
चौरानवे,caurānve,c O r aa n v e
चौरासी,caurāsī,c O r aa s ii
चौरासी,caurāsī,c O r aa s ii
चौराहा,caurāhā,c O r aa h aa
चौरी,caurī,c O r ii
चौर्य,caury,c O r y
चौलकर्म,caulkarm,c O l k a r m
चौला,caulā,c O l aa
चौलाई,caulāī,c O l aa ii
चौवन,cauvan,c O v a n
चौवा,cauvā,c O v aa
चौवाई,cauvāī,c O v aa ii
चौस,caus,c O s
चौस,caus,c O s
चौसठ,causaṭh,c O s a tth
चौसर,causar,c O s a r
चौसरी,causrī,c O s r ii
चौहत्तर,cauhattar,c O h a t t a r
चौहरा,cauhrā,c O h r aa
चौहान,cauhān,c O h aa n
च्यंत,cyant,c y a n t
च्यवन,cyavan,c y a v a n
च्युत,cyut,c y u t
च्युति,cyuti,c y u t i
च्यूँटा,cyū̃ṭā,c y uu ~ tt aa
च्यूँटी,cyū̃ṭī,c y uu ~ tt ii
छ,cha,ch a
छँकाना,chãkānā,ch a ~ k aa n aa
छंगा,chaṅgā,ch a ng g aa
छँगुली,chãgulī,ch a ~ g u l ii
छँटना,chãṭnā,ch a ~ tt n aa
छँटनी,chãṭnī,ch a ~ tt n ii
छँटवाई,chãṭvāī,ch a ~ tt v aa ii
छँटवाना,chãṭvānā,ch a ~ tt v aa n aa
छँटा,chãṭā,ch a ~ tt aa
छँटाई,chãṭāī,ch a ~ tt aa ii
छँटाना,chãṭānā,ch a ~ tt aa n aa
छँटाव,chãṭāv,ch a ~ tt aa v
छँड़ना,chãṛnā,ch a ~ rr n aa
छंद,chand,ch a n d
छंद,chand,ch a n d
छंद,chand,ch a n d
छँदना,chãdnā,ch a ~ d n aa
छँदना,chãdnā,ch a ~ d n aa
छंदी,chandī,ch a n d ii
छंदो,chando,ch a n d o
छँहा,chãhā,ch a ~ h aa
छ,cha,ch a
छई,chaī,ch a ii
छई,chaī,ch a ii
छः,chaḥ,ch a h
छकड़ा,chakṛā,ch a k rr aa
छकड़ी,chakṛī,ch a k rr ii
छकना,chaknā,ch a k n aa
छकना,chaknā,ch a k n aa
छकवाना,chakvānā,ch a k v aa n aa
छकवाना,chakvānā,ch a k v aa n aa
छकाछक,chakāchak,ch a k aa ch a k
छकाना,chakānā,ch a k aa n aa
छकाना,chakānā,ch a k aa n aa
छकुर,chakur,ch a k u r
छक्का,chakkā,ch a k k aa
छगड़ा,chagṛā,ch a g rr aa
छगन,chagan,ch a g a n
छगरा,chagrā,ch a g r aa
छगरी,chagrī,ch a g r ii
छछिया,chachiyā,ch a ch i y aa
छछूँदर,chachū̃dar,ch a ch uu ~ d a r
छज्जा,chajjā,ch a j j aa
छटँकी,chaṭãkī,ch a tt a ~ k ii
छटकना,chaṭaknā,ch a tt a k n aa
छटना,chaṭnā,ch a tt n aa
छटपट,chaṭpaṭ,ch a tt p a tt
छटपटाना,chaṭapṭānā,ch a tt a p tt aa n aa
छटपटाहट,chaṭapṭāhaṭ,ch a tt a p tt aa h a tt
छटपटी,chaṭapṭī,ch a tt a p tt ii
छटाँक,chaṭā̃k,ch a tt aa ~ k
छटाँकी,chaṭā̃kī,ch a tt aa ~ k ii
छटा,chaṭā,ch a tt aa
छठ,chaṭh,ch a tth
छठवाँ,chaṭhvā̃,ch a tth v aa ~
छठा,chaṭhā,ch a tth aa
छठी,chaṭhī,ch a tth ii
छड़,chaṛ,ch a rr
छड़,chaṛ,ch a rr
छड़ना,chaṛnā,ch a rr n aa
छड़वाना,chaṛvānā,ch a rr v aa n aa
छड़ा,chaṛā,ch a rr aa
छड़ी,chaṛī,ch a rr ii
छड़ीला,chaṛīlā,ch a rr ii l aa
छत,chat,ch a t
छत,chat,ch a t
छतनार,chatnār,ch a t n aa r
छतरी,chatrī,ch a t r ii
छताँ,chatā̃,ch a t aa ~
छति,chati,ch a t i
छतियाना,chatiyānā,ch a t i y aa n aa
छत्तर,chattar,ch a t t a r
छत्ता,chattā,ch a t t aa
छत्तीस,chattīs,ch a t t ii s
छत्तीसा,chattīsā,ch a t t ii s aa
छत्र,chatr,ch a t r
छत्र,chatr,ch a t r
छत्रक,chatrak,ch a t r a k
छत्रा,chatrā,ch a t r aa
छत्रिनी,chatrinī,ch a t r i n ii
छत्री,chatrī,ch a t r ii
छद,chad,ch a d
छद्म,chadm,ch a d m
छद्मी,chadmī,ch a d m ii
छन,chan,ch a n
छन,chan,ch a n
छनक,chanak,ch a n a k
